text,source
"Artificial Intelligence (AI) and Machine Learning (ML) are pushing human-AI interaction to the center of Human-Computer Interaction (HCI) studies. This research argues that games are a perfect setting for exploring human-AI interaction. By analyzing 38 neural network games, we found the prevalent interaction metaphors and AI interaction patterns. We also applied existing human-AI interaction guidelines to better understand player-AI interaction in AI-enhanced systems. Our key finding is that AI as a game partner",ai
"Scientific discovery drives human progress, with insight being its key driver. Researchers have long studied this process, but current methods overlook the role of domain knowledge. Here, we suggest a different perspective: scientific discovery is a balance between creative, insight-driven thinking (""thinking out of the box"") and applying existing knowledge (""thinking inside the box""). We introduce 'Mindle', a semantic search game that encourages such thinking, providing a platform to study scientific discovery on a large scale.",ai
"Reinforcement Learning (RL) is increasingly used in scientific fields like materials design and automated chemistry. A key hurdle is that measuring system states is often expensive and time-consuming, yet RL requires a measurement after each action. Our approach tackles this by incorporating measurement costs into the reward function. We present a framework allowing standard deep RL algorithms to learn a policy that decides both actions and when to measure the system state. This way, agents learn to efficiently balance the need for information with its cost.",ai
"Scientists rapidly adopt machine learning (ML) for discovery, like cell segmentation or cancer detection, by analyzing existing datasets. Yet, real-time ML advances, seen in self-driving cars or gaming, haven't been widely used in life or physical sciences due to slow experimentation. This study aims to address this by exploring real-time ML applications in these fields.",ai
"CRISPR-Cas systems are a defense mechanism in bacteria and archaea, protecting them from viral attacks. They use genetic ""blueprints"" from past infections to recognize and destroy foreign DNA. Because these blueprints are programmable, CRISPR-Cas systems could potentially serve as new antibiotics, targeting drug-resistance genes in bacteria. However, several challenges need to be addressed. For CRISPR-Cas to work against drug-resistant bacteria, both the target resistance gene and a functional CRISPR-Cas system must be present in the cell. Additionally, CRISPR-Cas must overcome the cell's DNA repair mechanisms that respond to its cutting",ai
"CRISPR SWAPnDROP, a new genome editing tool, enables large-scale DNA transfer between bacterial species. Unlike existing methods, it's adaptable to different species, making it useful for various research and biotechnology applications. In this study, we used it to move a 151kb piece of DNA between different strains of Escherichia coli and from E. coli to Vibrio natriegens, a fast-growing, biotechnology-relevant organism. This demonstrates SWAPnDROP's ability to handle",ai
"CRISPR-Cas systems, found in bacteria, help defend against viral (phage) attacks. While they can prevent infections, they might also fail, leading to cell death or a state called lysogeny. In lysogenized Pseudomonas aeruginosa, CRISPR-Cas genes can alter group behavior, like forming biofilms. Recent findings suggest that re-infection of previously lysogenized bacteria can cause cell death, showing complex interactions in biofilms.",ai
"CRISPR-Cas is a bacterial immune system that adapts to defend against viral and plasmid attacks. It incorporates DNA from invaders into its CRISPR region, creating spacers that guide Cas proteins to recognize and target future threats. This system shapes bacterial evolution and is studied for its potential in gene editing. Recent research, including ours, explores how viruses evade CRISPR-Cas and how they coexist with protected bacteria.",ai
"CRISPR gene editing and single-cell RNA sequencing have sped up biological research. Combining these, single-cell CRISPR screens connect genetic changes in individual cells to shifts in gene expression, revealing disease-related regulatory networks. However, these screens face significant statistical hurdles. We show that a common method, ""thresholded regression,"" used for analyzing single-cell CRISPR screens, has bias and a trade-off between bias and variance, depending on a hard-to-choose tuning parameter. To tackle these issues, we present GLM-EIV, a new method for analyzing single-cell CRISPR",ai
"CRISPR/Cas, a powerful gene-editing tool, could transform medicine, agriculture, and biology. Understanding its research trajectory, influences, and funders is crucial. We analyzed CRISPR papers to map funding from major U.S. government agencies and philanthropic organizations, focusing on basic research and technological development. The analysis shows that U.S. government agencies fund both CRISPR's study as a biological process and its use as a biomedical tool. Most philanthropic organizations, except for one, focus primarily on its technological development.",ai
"CRISPR-Cas is a bacterial immune system that remembers past attacks by viruses or other genetic invaders. It uses this memory to defend against future invasions. This system has been adapted for use in biotechnology. We'll explore how CRISPR-Cas evolves, how it transfers between cells, how it interacts with invaders, its costs and regulation, and its other beneficial functions. We'll also look at how it's used for precise genetic engineering.",ai
"CRISPR systems, used for precise genetic editing, can cause off-target effects, which hinder their accuracy. While current models predict these effects for specific cases, there's a need for a broader, evidence-based model understanding how CRISPR systems recognize targets. Our study introduces such a model, backed by numerous in vivo and in vitro experiments. First, we observed and modeled the structural changes and DNA unwinding steps of SpCas9 (a common CRISPR enzyme) during target recognition, using shortened guide RNAs in a cell-free system, confirming prior structural and microscopy findings. Second, we created an energy landscape to explain single",ai
"In metabolic engineering, controlling multiple pathways in various directions is vital for enhancing the production of fuels, chemicals, and drugs. Researchers have created artificial regulators, like CRISPR-based tools, to turn specific genes on or off. In this study, scientists discovered that using different guide RNAs to target various DNA sites within genetic cassettes, one synthetic CRISPR regulator can simultaneously activate and repress gene expressions. They created a predictive model using gene expression datasets to design this system for precise gene expression tuning. This method enabled controlled manipulation of metabolic pathways.",ai
"DNA and RNA, fundamental to biology, are now used in nanotechnology to build molecular machines and structures with specific shapes and functions. The key control mechanism is strand displacement, where an invading strand replaces one in a DNA/RNA duplex. While this reaction has primarily been used to design new devices, we suggest it could also play a crucial role in understanding and manipulating natural biological systems.",ai
"CRISPR-Cas system, used by bacteria to defend against viral attacks, isn't just about individual survival. It can shape entire bacterial populations. Recent studies show bacteria can control CRISPR genes via 'quorum sensing' (QS), a process where bacteria communicate and coordinate their behavior. Our model suggests that this QS control leads to a consistent pattern of spacer abundance over time, a pattern we verified using data from previous studies. This pattern depends on the state of the ongoing battle between bacteria and viruses, influenced by QS regulation.",ai
"CRISPR, bacterial immune systems, display varying diversity along their length. We studied this diversity under selective pressure. Our model shows that the end near the leader (start) is more diverse, while the end away from it is more conserved, matching experimental findings.",ai
"Scientists can alter an organism's DNA using a method called genome editing. A promising approach, proven in living organisms, uses CRISPR/Cas protein-RNA complexes. Introduced in 2012, CRISPR/Cas surpassed previous techniques like ZFNs and TALENs due to its advantages. Since then, it's been widely studied. However, the exact process of how it recognizes and cuts target DNA is not yet fully understood. The large and complex CRISPR/Cas9 system has posed challenges for computational studies, but initial findings are providing valuable insights.",ai
"Some bacteria have CRISPR-Cas systems that protect against viruses by using DNA segments (spacers) from previous infections. While these systems seem beneficial, their inconsistent presence and limited memory suggest there are costs involved. We suggest that CRISPR spacers might sometimes target the bacteria's own DNA (autoimmunity), especially if spacer length is wrong. We found evidence for this in many sequenced bacterial genomes, across different CRISPR types. However, this wasn't seen in bacteria with non-working CRISPR systems.",ai
